Time_Index,Drift_Type,Top_Features,Errors
1884,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2234.279835127644), np.float64(494.5084971116128), np.float64(295.75934196895275)]"
1885,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2229.982009527038), np.float64(493.1814696085706), np.float64(297.0564305710491)]"
1886,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2229.86624169293), np.float64(490.210397623987), np.float64(297.3469302659858)]"
1887,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2211.627538127789), np.float64(491.79447022859483), np.float64(296.2797816713814)]"
1888,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2196.7947071007484), np.float64(491.16511578780273), np.float64(294.8834892177584)]"
1889,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2166.003498654668), np.float64(490.61505557284727), np.float64(294.01858488289383)]"
1890,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2163.809423505909), np.float64(491.21996638655446), np.float64(290.8992171178703)]"
1891,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2169.5391585606985), np.float64(490.2738270439936), np.float64(292.4670230099271)]"
1892,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2172.3127368420382), np.float64(491.82654367814587), np.float64(293.23958714857224)]"
1893,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2179.9446998033704), np.float64(492.93232232708806), np.float64(291.93893109556444)]"
1894,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2169.056340795464), np.float64(492.5375737015953), np.float64(292.34158907613056)]"
1895,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2182.6876194496704), np.float64(492.81215527261986), np.float64(292.65706337130746)]"
1896,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2177.033335206485), np.float64(491.10255010449555), np.float64(292.92594133720723)]"
1897,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2181.9548248881606), np.float64(490.9215355910102), np.float64(293.4734196838482)]"
1898,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2190.861769344617), np.float64(490.127615635228), np.float64(293.69206080830793)]"
1899,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2183.326519250889), np.float64(489.84572189240123), np.float64(292.96649707446227)]"
1900,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2181.1524331045284), np.float64(489.8873901648635), np.float64(292.53964635749605)]"
1901,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2180.545690418703), np.float64(489.43791297333735), np.float64(292.6604896094615)]"
1902,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2180.3359604368543), np.float64(489.2479674355056), np.float64(292.75366775172927)]"
1903,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2180.4713806539517), np.float64(488.9832435900212), np.float64(292.703961767845)]"
1904,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2178.912237758219), np.float64(488.93834131490195), np.float64(292.4540132292217)]"
1905,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2146.5568215820526), np.float64(488.34556641593446), np.float64(291.30062082894705)]"
1906,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2286.9104157579895), np.float64(473.2812631436492), np.float64(299.8128627541686)]"
1907,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2079.7970836372924), np.float64(476.3407918422819), np.float64(279.99835131145755)]"
1908,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2217.2852543930812), np.float64(494.25458060283717), np.float64(297.36027051605583)]"
1909,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2169.9327270732765), np.float64(491.6338147573698), np.float64(296.008256464426)]"
1910,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2218.4339059564427), np.float64(487.287820205775), np.float64(284.1239363336791)]"
1911,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2170.774888001394), np.float64(488.9535038561944), np.float64(285.0848049720429)]"
1912,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2182.9718698674537), np.float64(489.5545722987261), np.float64(285.30420090747873)]"
1913,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2217.296343709553), np.float64(485.223054496492), np.float64(284.4744567849849)]"
1914,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2181.530380595247), np.float64(488.5803733023328), np.float64(283.7433809686912)]"
1915,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2275.6750557463056), np.float64(458.4435096903662), np.float64(287.7900395829493)]"
1916,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2179.587443580146), np.float64(490.3715789235519), np.float64(285.2051791428043)]"
1917,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2167.2976308815973), np.float64(493.2147775413303), np.float64(295.09390201793525)]"
1918,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2243.3835467870513), np.float64(491.09759019409796), np.float64(294.7607990852147)]"
1919,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2205.3598755349635), np.float64(497.4986674273399), np.float64(295.9827480283971)]"
1920,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2223.092815534145), np.float64(495.86933902478467), np.float64(297.9988257069941)]"
1921,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2217.68017932724), np.float64(494.66356182969287), np.float64(297.15326337335597)]"
1922,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2212.468025669953), np.float64(493.27937491190653), np.float64(295.9151298940294)]"
1923,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2210.9293049825656), np.float64(491.1567841375045), np.float64(295.5090998211482)]"
1924,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2209.171145404699), np.float64(489.0926338913505), np.float64(294.86036981010693)]"
1925,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2195.699450031495), np.float64(489.1401055902608), np.float64(294.12259811552815)]"
1926,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2180.166958075669), np.float64(489.5819784210636), np.float64(292.93468385106485)]"
1927,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2178.3366707833225), np.float64(489.816587435235), np.float64(292.7526869612929)]"
1928,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2177.808747343643), np.float64(489.80529462840985), np.float64(292.6423152029521)]"
1929,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2177.5348168578194), np.float64(489.8889195843817), np.float64(292.6982735989367)]"
1930,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2178.658270459121), np.float64(489.86292626490757), np.float64(292.5055371479113)]"
1931,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2177.5508590531817), np.float64(489.7971669058833), np.float64(292.6968895015751)]"
1932,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2178.5781259394444), np.float64(489.79897450227554), np.float64(292.5977961830173)]"
1933,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2179.4786387796908), np.float64(489.63983618668465), np.float64(292.48690023368516)]"
1934,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2179.0164633238537), np.float64(489.57356667944094), np.float64(292.5092922151275)]"
1935,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2179.0906810627052), np.float64(489.58027284720873), np.float64(292.3781265895267)]"
1936,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2178.58358034579), np.float64(489.49629487997925), np.float64(292.2756080640112)]"
1937,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2178.826058435649), np.float64(489.48005335404315), np.float64(292.2426418686633)]"
1938,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2178.3751512971085), np.float64(489.47912054917134), np.float64(292.3085430424338)]"
1939,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2178.485349138885), np.float64(489.5487983663829), np.float64(292.25065062069075)]"
1940,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2177.9059562605757), np.float64(489.60211830493256), np.float64(292.32521022101156)]"
1941,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2180.347094478938), np.float64(489.6410903693456), np.float64(292.4584842761275)]"
1942,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2175.9323004171342), np.float64(489.6394645408632), np.float64(292.0592961059501)]"
1943,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2176.298996973433), np.float64(489.86287984209173), np.float64(292.3373404648736)]"
1944,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2176.4381851340722), np.float64(489.77525059912534), np.float64(292.36113807804037)]"
1945,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2177.438617605113), np.float64(489.97032084369573), np.float64(292.1987001279075)]"
1946,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2176.5684122388857), np.float64(489.99689461676235), np.float64(292.3564455692905)]"
1947,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2177.666351131856), np.float64(490.1254921835365), np.float64(292.4737228154001)]"
1948,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2178.7734716307396), np.float64(490.23738744488566), np.float64(292.579032888988)]"
1949,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2178.858730830868), np.float64(490.2394187947087), np.float64(292.5846828962904)]"
1950,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2169.945231223563), np.float64(490.3201473844033), np.float64(294.01715962614713)]"
1951,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2163.190562133562), np.float64(490.25573871034885), np.float64(294.2098568335992)]"
1952,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2167.563813641104), np.float64(490.0157484515511), np.float64(291.4310991084074)]"
1953,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2159.014302994504), np.float64(487.79691561331964), np.float64(291.0191086017161)]"
1954,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2161.284492560556), np.float64(487.26125837081935), np.float64(290.7316107061665)]"
1955,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2160.569561248591), np.float64(486.44272101363765), np.float64(288.0543420697136)]"
1956,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2160.8540975273813), np.float64(485.8433709925448), np.float64(284.9302427505044)]"
1957,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2159.644396235853), np.float64(485.08902175291644), np.float64(282.6110934343042)]"
1958,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2302.397518797777), np.float64(447.68096718335346), np.float64(285.3900704068027)]"
1959,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2080.218878561092), np.float64(471.72182591535403), np.float64(277.68571243978033)]"
1960,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2287.7839772854777), np.float64(455.0826475090773), np.float64(286.33513889583736)]"
1961,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2168.7702350882882), np.float64(484.59242106748695), np.float64(284.02165744076433)]"
1962,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2227.502448230349), np.float64(484.2795864600763), np.float64(285.8724984538847)]"
1963,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2187.7582133862606), np.float64(488.9047516994168), np.float64(284.5619147598102)]"
1964,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2196.4993091562533), np.float64(490.1195682721501), np.float64(286.0718684966606)]"
1965,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2177.5254442648766), np.float64(490.90637816203025), np.float64(289.106082077638)]"
1966,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2198.3313836975317), np.float64(491.3942614333003), np.float64(290.95970615353986)]"
1967,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2199.7031109841723), np.float64(491.2464427554458), np.float64(293.1156825392658)]"
1968,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2179.572260280145), np.float64(493.772941185347), np.float64(293.41952134948673)]"
1969,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2177.7003286459994), np.float64(494.7344011606498), np.float64(293.5627248530141)]"
1970,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2177.3846560377015), np.float64(494.0989434428685), np.float64(293.7133065549302)]"
1971,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2153.3127905623824), np.float64(492.6860325284818), np.float64(296.37998161172555)]"
1972,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2182.327689127965), np.float64(494.1389138916893), np.float64(291.1020367568783)]"
1973,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2167.513112535744), np.float64(490.8449062357219), np.float64(292.28390341066057)]"
1974,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2174.1636084135007), np.float64(492.13910786083534), np.float64(294.77603055504255)]"
1975,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2173.312846721702), np.float64(492.89221473387653), np.float64(292.06872755079445)]"
1976,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2167.5370041560222), np.float64(493.08419392820105), np.float64(290.0520270521225)]"
1977,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2169.537559110381), np.float64(493.31349212056887), np.float64(290.44247638631316)]"
1978,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2170.6614909297214), np.float64(492.92365379666836), np.float64(291.55006826638675)]"
1979,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2173.4007564352205), np.float64(492.98076169349304), np.float64(292.5741109657205)]"
1980,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2171.837491617779), np.float64(493.08111008843554), np.float64(293.4357414030294)]"
1981,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2169.7164136661263), np.float64(494.0495113160297), np.float64(293.44340986463163)]"
1982,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2167.9152480269686), np.float64(494.39490520053323), np.float64(293.2750726727344)]"
1983,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2168.167101761037), np.float64(494.5067493501433), np.float64(293.3601605993962)]"
1984,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2168.737840089961), np.float64(494.57488757769295), np.float64(293.61681290587273)]"
1985,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2162.0989659198035), np.float64(494.51633904062635), np.float64(293.54136671725814)]"
1986,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2157.2816095527246), np.float64(494.6789624091928), np.float64(294.5176947669162)]"
1987,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2173.9542725905276), np.float64(495.2461069400142), np.float64(291.8784898914866)]"
1988,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2161.131132883301), np.float64(494.0065677699507), np.float64(293.7373649331705)]"
1989,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2170.6505863102966), np.float64(495.54520161511374), np.float64(294.3025276120148)]"
1990,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2168.6397621138344), np.float64(495.34504165197825), np.float64(293.0917318341062)]"
1991,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2170.6824557326554), np.float64(495.52226239571485), np.float64(292.932315259192)]"
1992,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2170.332245054336), np.float64(495.2132741139776), np.float64(293.2071054593233)]"
1993,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2171.6420566836905), np.float64(495.0127998938601), np.float64(293.9758649978638)]"
1994,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2173.5983975868908), np.float64(494.8930540152818), np.float64(294.28175802457946)]"
1995,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2170.664751369491), np.float64(494.74173438686114), np.float64(294.15709941376997)]"
1996,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2169.5465548675766), np.float64(494.96127924510085), np.float64(294.1259795417886)]"
1997,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2169.5846800575646), np.float64(494.8448069061096), np.float64(293.95582169782926)]"
1998,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2169.597306607228), np.float64(494.7892373482341), np.float64(293.8116704262319)]"
1999,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2169.660829693334), np.float64(494.7603345184222), np.float64(293.78630019090394)]"
2000,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2169.9597655305543), np.float64(494.7530009298206), np.float64(293.6264536733013)]"
2001,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2169.444030759845), np.float64(494.7240615966531), np.float64(293.8475836620416)]"
2002,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2167.237497573015), np.float64(495.14993353641984), np.float64(293.59493660142925)]"
2003,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2162.8002507716624), np.float64(494.59121571178804), np.float64(292.4088041584223)]"
2004,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2158.8641061489357), np.float64(494.3788270773931), np.float64(293.92703342225167)]"
2005,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2174.0582012081), np.float64(495.8216097118511), np.float64(293.49426172740414)]"
2006,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2166.9685971766116), np.float64(495.1445065601339), np.float64(293.27285527161234)]"
2007,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2172.7501877627574), np.float64(496.0570143340574), np.float64(293.55534110096755)]"
2008,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2166.3044504294785), np.float64(495.6748059245332), np.float64(293.4969862866285)]"
2009,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2157.6263685951867), np.float64(495.4252356163148), np.float64(294.1015382444115)]"
2010,Sensor Drift,"['AVG_DOWNHOLE_TEMPERATURE', 'BORE_OIL_VOL', 'DP_CHOKE_SIZE']","[np.float64(2134.3078127392773), np.float64(491.08348236868716), np.float64(298.8199328228876)]"
